pin_nbr,pin,the_geom,low_address,high_address,street_direction,street_name,street_type,community,ward,status
16132020290000,16-13-202-029-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6901274936807,41.8806450218013],[-87.6900359023021,41.8806458808965],[-87.6900267663352,41.8803119646898],[-87.6901183572369,41.8803111055985],[-87.6901274936807,41.8806450218013]]]]}",2530,2530,W,MONROE,ST,NEAR WEST SIDE,27,sold
16132120390000,16-13-212-039-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6944866515553,41.877542833058],[-87.6945781666914,41.8775418053271],[-87.6945873904886,41.877884009481],[-87.6944958754108,41.8778849823339],[-87.6944866515553,41.877542833058]]]]}",2718,2718,W,JACKSON,BLVD,EAST GARFIELD PARK,27,sold
16132130070000,16-13-213-007-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6930134149718,41.877945277488],[-87.6931055187213,41.8779441993286],[-87.6931137131652,41.8782857392084],[-87.693021609473,41.878286762489],[-87.6929184153461,41.8782878885051],[-87.6928115483362,41.8782891037131],[-87.6928033549534,41.8779476187051],[-87.6929102213943,41.8779464035006],[-87.6930134149718,41.877945277488]]]]}",2639,2645,W,ADAMS,ST,EAST GARFIELD PARK,28,sold
16132130130000,16-13-213-013-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6931885433948,41.8775577231856],[-87.6932804997169,41.8775566440632],[-87.6932886939736,41.8778982937235],[-87.6931967377094,41.877899317967],[-87.6931885433948,41.8775577231856]]]]}",2648,2648,W,JACKSON,BLVD,EAST GARFIELD PARK,28,sold
16132160370000,16-13-216-037-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6947466805976,41.8767774813895],[-87.6948385629026,41.8767763457212],[-87.694845965926,41.8770507568428],[-87.6947540837743,41.8770518376324],[-87.6947466805976,41.8767774813895]]]]}",2724,2724,W,GLADYS,AVE,EAST GARFIELD PARK,27,sold
16132160430000,16-13-216-043-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6941971667178,41.8768120206715],[-87.6941964180755,41.8767839702854],[-87.6942910174514,41.8767828501766],[-87.6942984181323,41.877057261317],[-87.6942038183517,41.877058381429],[-87.6942019464622,41.8769882829075],[-87.6942017347508,41.8769800489841],[-87.6941994871756,41.8768960624737],[-87.6941971667178,41.8768120206715]]]]}",2710,2710,W,GLADYS,AVE,EAST GARFIELD PARK,27,sold
16132160450000,16-13-216-045-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6938705619231,41.8769840232321],[-87.6942017347508,41.8769800489841],[-87.6942019464622,41.8769882829075],[-87.693870773592,41.8769922571559],[-87.6938705619231,41.8769840232321]]]]}",314,318,S,WASHTENAW,AVE,EAST GARFIELD PARK,27,sold
16132160490000,16-13-216-049-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6938658342791,41.8767878929145],[-87.6941964180755,41.8767839702854],[-87.6941971667178,41.8768120206715],[-87.6941994871756,41.8768960624737],[-87.6942017347508,41.8769800489841],[-87.6938705619231,41.8769840232321],[-87.693868535631,41.876899983063],[-87.6938665093429,41.8768159428928],[-87.6938658342791,41.8767878929145]]]]}",314,318,S,WASHTENAW,AVE,EAST GARFIELD PARK,27,sold
16132170060000,16-13-217-006-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6930113059773,41.8771045378872],[-87.6930825498818,41.8771036727443],[-87.6930892148997,41.8773776956442],[-87.6930179712387,41.8773785059071],[-87.6930113059773,41.8771045378872]]]]}",2645,2645,W,JACKSON,BLVD,EAST GARFIELD PARK,28,sold
16132230080000,16-13-223-008-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6951527069569,41.8763875303903],[-87.6951601031101,41.8766627647483],[-87.6950570573854,41.8766640032849],[-87.6950496616744,41.8763887689234],[-87.6951527069569,41.8763875303903]]]]}",2733,2733,W,GLADYS,AVE,EAST GARFIELD PARK,27,sold
16132230100000,16-13-223-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.694946616389,41.876390007364],[-87.6949540116579,41.8766652417291],[-87.6946504570711,41.8766688228989],[-87.6946430625582,41.8763936434055],[-87.694946616389,41.876390007364]]]]}",2723,2729,W,GLADYS,AVE,EAST GARFIELD PARK,27,sold
16133000250000,16-13-300-025-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7042187710838,41.8728860541189],[-87.7042278405214,41.8731518570556],[-87.7041359650974,41.8731528356275],[-87.7041268965788,41.8728869778041],[-87.7042187710838,41.8728860541189]]]]}",3116,3116,W,FLOURNOY,ST,EAST GARFIELD PARK,24,sold
16133020220000,16-13-302-022-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7003024531152,41.8729263342746],[-87.7003127498533,41.873244724102],[-87.7002221965572,41.8732456519449],[-87.7002118268389,41.8729272617077],[-87.7003024531152,41.8729263342746]]]]}",2942,2942,W,FLOURNOY,ST,EAST GARFIELD PARK,28,sold
16133020260000,16-13-302-026-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6997622934843,41.8729319176498],[-87.6997724406816,41.8732503066966],[-87.6997379109121,41.8732742107195],[-87.6996762199164,41.8732748582821],[-87.6996652043038,41.8729329187667],[-87.6997622934843,41.8729319176498]]]]}",2928,2928,W,FLOURNOY,ST,EAST GARFIELD PARK,28,sold
16133020340000,16-13-302-034-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6990164992943,41.8729395462167],[-87.6990275109064,41.8732815406521],[-87.6989349009684,41.8732825110055],[-87.6989238898499,41.8729405165646],[-87.6990164992943,41.8729395462167]]]]}",2908,2908,W,FLOURNOY,ST,EAST GARFIELD PARK,28,sold
16133040100000,16-13-304-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7048372645206,41.8723577144679],[-87.7049289897934,41.8723569540517],[-87.7049407093244,41.8726973602056],[-87.7048489079849,41.8726983397542],[-87.7048372645206,41.8723577144679]]]]}",3137,3137,W,FLOURNOY,ST,EAST GARFIELD PARK,24,sold
16133050250000,16-13-305-025-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7030946853812,41.871985374792],[-87.7031864122814,41.8719843962358],[-87.703285189405,41.8719833465149],[-87.7032922517234,41.8722138474797],[-87.703193577207,41.8722148813037],[-87.7031017987658,41.8722158403725],[-87.7030100937516,41.872216799771],[-87.7030029590183,41.8719862983928],[-87.7030946853812,41.871985374792]]]]}",3054,3058,W,LEXINGTON,ST,EAST GARFIELD PARK,28,sold
16133050330000,16-13-305-033-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7022689245279,41.8719940126431],[-87.7023606509051,41.8719930896287],[-87.702371231038,41.8723359596134],[-87.7022795041705,41.8723368826328],[-87.7022689245279,41.8719940126431]]]]}",3034,3034,W,LEXINGTON,ST,EAST GARFIELD PARK,28,sold
16133060160000,16-13-306-016-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7002938706541,41.8724267784352],[-87.7003026247401,41.8727452146724],[-87.7002108233069,41.8727461905125],[-87.7002020702183,41.8724276993895],[-87.7002938706541,41.8724267784352]]]]}",2943,2943,W,FLOURNOY,ST,EAST GARFIELD PARK,28,sold
16133060200000,16-13-306-020-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6997475536152,41.8724762907055],[-87.6997564448778,41.872750819723],[-87.6996503225232,41.8727519356477],[-87.6996427539811,41.8724773590362],[-87.6997475536152,41.8724762907055]]]]}",2929,2929,W,FLOURNOY,ST,EAST GARFIELD PARK,28,sold
16133060210000,16-13-306-021-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6996427539811,41.8724773590362],[-87.6996503225232,41.8727519356477],[-87.6995555104695,41.8727528943519],[-87.6995479423333,41.872478317737],[-87.6996427539811,41.8724773590362]]]]}",2925,2925,W,FLOURNOY,ST,EAST GARFIELD PARK,28,sold
16133070040000,16-13-307-004-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6981172571335,41.8724251332129],[-87.6981265652381,41.8727681062664],[-87.698034763217,41.8727691352485],[-87.6980253821743,41.8724261617849],[-87.6981172571335,41.8724251332129]]]]}",2851,2851,W,FLOURNOY,ST,EAST GARFIELD PARK,28,sold
16133070260000,16-13-307-026-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6981066949681,41.8720382451867],[-87.6981984236007,41.8720371059696],[-87.6982078044509,41.8723801892122],[-87.6981160758712,41.8723812735513],[-87.6981066949681,41.8720382451867]]]]}",2852,2852,W,LEXINGTON,ST,EAST GARFIELD PARK,28,sold
16133070330000,16-13-307-033-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6974642305947,41.8720458863294],[-87.697556032128,41.8720448029141],[-87.6975654111745,41.8723877215391],[-87.6974736096944,41.8723887500763],[-87.6974642305947,41.8720458863294]]]]}",2836,2836,W,LEXINGTON,ST,EAST GARFIELD PARK,28,sold
16133090280000,16-13-309-028-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7028841398162,41.871075158421],[-87.7028947215777,41.8714181381944],[-87.7028029954857,41.8714191165232],[-87.7027924142145,41.8710761367448],[-87.7028841398162,41.871075158421]]]]}",3048,3048,W,POLK,ST,EAST GARFIELD PARK,28,sold
16133090350000,16-13-309-035-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7022416955862,41.8710817836028],[-87.7022522739131,41.8714247634114],[-87.7021605478081,41.871425741227],[-87.7021499699715,41.8710827614133],[-87.7022416955862,41.8710817836028]]]]}",3030,3030,W,POLK,ST,EAST GARFIELD PARK,28,sold
16133100110000,16-13-310-011-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6997155660559,41.8714918611285],[-87.6997268920151,41.8718395653639],[-87.6996304653434,41.871840570109],[-87.6996209750649,41.8714929308792],[-87.6997155660559,41.8714918611285]]]]}",2929,2929,W,LEXINGTON,ST,EAST GARFIELD PARK,28,sold
16133100120000,16-13-310-012-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6996209750649,41.8714929308792],[-87.6996304653434,41.871840570109],[-87.6995386652013,41.8718415454208],[-87.6995291743359,41.8714940159509],[-87.6996209750649,41.8714929308792]]]]}",2927,2927,W,LEXINGTON,ST,EAST GARFIELD PARK,28,sold
16133110140000,16-13-311-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6969989659938,41.8715271705742],[-87.6970019158603,41.8716369569641],[-87.6970082680479,41.8718701437294],[-87.6969202121536,41.8718711925788],[-87.696910911659,41.8715281096557],[-87.6969989659938,41.8715271705742]]]]}",2821,2821,W,LEXINGTON,ST,EAST GARFIELD PARK,28,sold
16133130190000,16-13-313-019-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7014898421225,41.8705660661593],[-87.7015816409693,41.8705650343928],[-87.7015930299014,41.8709073601265],[-87.7015011576779,41.8709083366127],[-87.7014898421225,41.8705660661593]]]]}",3015,3015,W,POLK,ST,EAST GARFIELD PARK,28,sold
16133130240000,16-13-313-024-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7010320221486,41.8705712852412],[-87.7011237475787,41.8705702534365],[-87.7011341838382,41.8709121348874],[-87.7010424590011,41.8709130569328],[-87.7010320221486,41.8705712852412]]]]}",808,808,S,SACRAMENTO,AVE,EAST GARFIELD PARK,28,sold
16133180170000,16-13-318-017-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6992947041288,41.8696811313736],[-87.699304452362,41.8700247655524],[-87.6992127277005,41.8700257959092],[-87.6992029799587,41.8696821617261],[-87.6992947041288,41.8696811313736]]]]}",2919,2919,W,ARTHINGTON,ST,EAST GARFIELD PARK,28,sold
16142000170000,16-14-200-017-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7147139026384,41.8796558863766],[-87.7147308809739,41.8801799097019],[-87.7146386267615,41.8801810592768],[-87.7146216491797,41.879657035943],[-87.7147139026384,41.8796558863766]]]]}",3526,3526,W,MONROE,ST,EAST GARFIELD PARK,28,sold
16142020260000,16-14-202-026-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7105694653177,41.8797081850078],[-87.7106151514754,41.8797076094727],[-87.7106261282489,41.8800520721163],[-87.7105804439774,41.8800524281258],[-87.7104888545867,41.8800531937773],[-87.7104779461255,41.8797093352267],[-87.7105694653177,41.8797081850078]]]]}",3354,3354,W,MONROE,ST,EAST GARFIELD PARK,28,sold
16142020380000,16-14-202-038-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7094494930628,41.8797223037878],[-87.7094662548191,41.8802490708988],[-87.7093748120214,41.8802498364577],[-87.7093580472787,41.8797234535129],[-87.7094494930628,41.8797223037878]]]]}",3324,3324,W,MONROE,ST,EAST GARFIELD PARK,28,sold
16142040100000,16-14-204-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7148770902137,41.8789322288169],[-87.7148933293946,41.8794340197922],[-87.7148198793835,41.8794349414668],[-87.7148036407771,41.8789331504851],[-87.7148770902137,41.8789322288169]]]]}",3533,3533,W,MONROE,ST,EAST GARFIELD PARK,28,sold
16142040110000,16-14-204-011-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7148036407771,41.8789331504851],[-87.7148198793835,41.8794349414668],[-87.7147464293707,41.8794358630944],[-87.7147301913391,41.8789340721062],[-87.7148036407771,41.8789331504851]]]]}",3531,3531,W,MONROE,ST,EAST GARFIELD PARK,28,sold
16142050380000,16-14-205-038-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.711381457705,41.8784333265936],[-87.7114527769444,41.8784323955783],[-87.7114685342563,41.878928092204],[-87.7113975087446,41.878928969934],[-87.7113148775744,41.8789300591854],[-87.71129912145,41.8784343625468],[-87.711381457705,41.8784333265936]]]]}",3406,3408,W,ADAMS,ST,EAST GARFIELD PARK,28,sold
16142050390000,16-14-205-039-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7112896465944,41.8784344758812],[-87.71129912145,41.8784343625468],[-87.7113148775744,41.8789300591854],[-87.7113056963923,41.8789301741117],[-87.7112138845697,41.8789313233339],[-87.7110618434834,41.8789332987287],[-87.7110460893145,41.8784376020688],[-87.711197834949,41.8784356799775],[-87.7112896465944,41.8784344758812]]]]}",120,130,S,HOMAN,AVE,EAST GARFIELD PARK,28,sold
16142060300000,16-14-206-030-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7108225613715,41.8790329902641],[-87.7108246404146,41.8790987537253],[-87.7103350978865,41.8791049355473],[-87.7103330193453,41.8790391720808],[-87.7108225613715,41.8790329902641]]]]}",115,115,S,HOMAN,AVE,EAST GARFIELD PARK,28,sold
16142060380000,16-14-206-038-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7101641123131,41.8784489008471],[-87.7101797931609,41.8789438837154],[-87.7100883484928,41.8789450340298],[-87.7100726678174,41.878450106036],[-87.7101641123131,41.8784489008471]]]]}",3344,3344,W,ADAMS,ST,EAST GARFIELD PARK,28,sold
16142080090000,16-14-208-009-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7145620522484,41.8777804170769],[-87.7145754518255,41.8781728071281],[-87.7144836411142,41.8781739589722],[-87.7144702420988,41.8777815689142],[-87.7145620522484,41.8777804170769]]]]}",3525,3525,W,ADAMS,ST,EAST GARFIELD PARK,28,sold
16142080100000,16-14-208-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7144702420988,41.8777815689142],[-87.7144836411142,41.8781739589722],[-87.714391829871,41.8781751656251],[-87.7143785048527,41.877782775956],[-87.7144702420988,41.8777815689142]]]]}",3523,3523,W,ADAMS,ST,EAST GARFIELD PARK,28,sold
16142090310000,16-14-209-031-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7124486234303,41.8773625871121],[-87.7124613453821,41.8777553579521],[-87.7123696086863,41.877756508507],[-87.7123568872962,41.8773637376607],[-87.7124486234303,41.8773625871121]]]]}",3436,3436,W,JACKSON,BLVD,EAST GARFIELD PARK,28,sold
16142090350000,16-14-209-035-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7120815314783,41.8773672429543],[-87.7120942506507,41.8777600687016],[-87.7120024405098,41.8777612185658],[-87.7119897218996,41.8773683928123],[-87.7120815314783,41.8773672429543]]]]}",3426,3426,W,JACKSON,BLVD,EAST GARFIELD PARK,28,sold
16142090430000,16-14-209-043-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7111636548235,41.8773788491877],[-87.7111763667778,41.8777718396441],[-87.7110249164552,41.8777737633096],[-87.7110124257334,41.8773807740366],[-87.7111636548235,41.8773788491877]]]]}",3400,3402,W,JACKSON,BLVD,EAST GARFIELD PARK,28,sold
16142100230000,16-14-210-023-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.71058730993,41.8773861534746],[-87.7106786789362,41.8773850023493],[-87.7106911841282,41.8777762902996],[-87.7105998140318,41.8777774963132],[-87.7105083710304,41.8777786469736],[-87.7104959409214,41.8773873045273],[-87.71058730993,41.8773861534746]]]]}",3358,3360,W,JACKSON,BLVD,EAST GARFIELD PARK,28,sold
16142140140000,16-14-214-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.714067952986,41.8767382869931],[-87.714088077669,41.8767380113149],[-87.7141005266515,41.8771220538437],[-87.714080401848,41.8771223295232],[-87.7139886660711,41.8771234813779],[-87.7139719932256,41.8771237207699],[-87.7139595450126,41.8767396782324],[-87.7139762172285,41.8767394937237],[-87.714067952986,41.8767382869931]]]]}",3513,3513,W,JACKSON,BLVD,EAST GARFIELD PARK,28,sold
16142160210000,16-14-216-021-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7146493756141,41.8754957507679],[-87.714682425137,41.8754954348432],[-87.714684073478,41.8756671789042],[-87.7146540678246,41.8756716824876],[-87.7145809658428,41.8756826498464],[-87.7145758577375,41.8754965621575],[-87.7146493756141,41.8754957507679]]]]}",3544,3544,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16142160280000,16-14-216-028-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7140142318665,41.8755023713079],[-87.7140213737524,41.8757666811164],[-87.7139609945638,41.8757757408295],[-87.7139536402712,41.8755030324665],[-87.7140142318665,41.8755023713079]]]]}",3526,3526,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16142180060000,16-14-218-006-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7114206449543,41.8762322118388],[-87.7118542005984,41.8762266005524],[-87.7118562274715,41.8762978522453],[-87.711456901678,41.8764086438936],[-87.7114251857155,41.8763925554978],[-87.7114206449543,41.8762322118388]]]]}",331,331,S,TRUMBULL,AVE,EAST GARFIELD PARK,28,sold
16142220140000,16-14-222-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7092626677725,41.875562214713],[-87.7092686042235,41.8758351900671],[-87.7091767968149,41.875836337691],[-87.7091708602206,41.875563417217],[-87.7092626677725,41.875562214713]]]]}",3318,3318,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16142220170000,16-14-222-017-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7089873185418,41.875565822404],[-87.7089931819904,41.8758386327187],[-87.7089013740403,41.8758398350045],[-87.7088955109822,41.8755670246879],[-87.7089873185418,41.875565822404]]]]}",3310,3310,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16142220210000,16-14-222-021-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7086201617209,41.8755706314983],[-87.7086260252114,41.8758432771746],[-87.7085359801806,41.875844433873],[-87.7085283541511,41.8755718334885],[-87.7086201617209,41.8755706314983]]]]}",3300,3300,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16142240200000,16-14-224-020-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7137227287452,41.8749812025687],[-87.713734470877,41.8753241325668],[-87.7136425923946,41.8753251187239],[-87.7136309241862,41.874982189116],[-87.7137227287452,41.8749812025687]]]]}",3519,3519,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16142240220000,16-14-224-022-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7135391201555,41.8749831207077],[-87.7135508613057,41.8753260507178],[-87.7134590562521,41.8753270371243],[-87.7134473890249,41.8749841075045],[-87.7135391201555,41.8749831207077]]]]}",3515,3515,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16142270100000,16-14-227-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7097033816479,41.8750313460824],[-87.7097951144678,41.8750301976307],[-87.7098052855173,41.8753739427443],[-87.7097135516724,41.8753751460828],[-87.7097033816479,41.8750313460824]]]]}",3333,3333,W,VAN BUREN,ST,EAST GARFIELD PARK,28,sold
16143080190000,16-14-308-019-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7157292763555,41.8722828312094],[-87.7161827028349,41.8722774750542],[-87.7161849071721,41.8723460383124],[-87.7157314802081,41.8723513944729],[-87.7157292763555,41.8722828312094]]]]}",708,708,S,CENTRAL PARK,AVE,EAST GARFIELD PARK,24,sold
16143120060000,16-14-312-006-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7172623676128,41.8712930359184],[-87.7173541679247,41.8712919366673],[-87.7173631898662,41.8716295280985],[-87.7172713901252,41.8716305175891],[-87.7171796632835,41.8716315622824],[-87.7171706407265,41.87129413549],[-87.7172623676128,41.8712930359184]]]]}",3641,3645,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16143120280000,16-14-312-028-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7171560906919,41.8709129356344],[-87.7171650402419,41.8712503071732],[-87.7170727259923,41.8712514035154],[-87.7170637764006,41.8709140868549],[-87.7171560906919,41.8709129356344]]]]}",3638,3638,W,POLK,ST,EAST GARFIELD PARK,24,sold
16144040010000,16-14-404-001-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7150344926627,41.8724921564425],[-87.7154934289063,41.8724867229045],[-87.7154962552477,41.8725744992808],[-87.7150373183761,41.8725799328258],[-87.7150344926627,41.8724921564425]]]]}",701,,S,CENTRAL PARK,AV,EAST GARFIELD PARK,24,sold
16144070200000,16-14-407-020-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7079810944902,41.8719417237118],[-87.7079924801441,41.8722803714615],[-87.7079007517771,41.8722814636182],[-87.7078892926438,41.871942870345],[-87.7079810944902,41.8719417237118]]]]}",3252,3252,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16144070230000,16-14-407-023-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.707705689479,41.871945108509],[-87.7077171476433,41.8722837017939],[-87.7076254192696,41.8722847937306],[-87.7076139610541,41.8719462553221],[-87.707705689479,41.871945108509]]]]}",3244,3244,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16144070240000,16-14-407-024-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7076139610541,41.8719462553221],[-87.7076254192696,41.8722847937306],[-87.7075335440356,41.8722858847938],[-87.7075221591982,41.8719474016617],[-87.7076139610541,41.8719462553221]]]]}",3242,3242,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16144070260000,16-14-407-026-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7074303573399,41.871948547928],[-87.7074418156574,41.8722869765839],[-87.7073445790292,41.8722881480466],[-87.7073329009387,41.8719497181838],[-87.7074303573399,41.871948547928]]]]}",3238,3238,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16144070350000,16-14-407-035-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7065987067889,41.8719588313676],[-87.7066103836872,41.8722969868676],[-87.706508152791,41.8722982401375],[-87.7064965498602,41.8719600850316],[-87.7065987067889,41.8719588313676]]]]}",3214,3214,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16144110050000,16-14-411-005-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7076725540856,41.8714197879886],[-87.707684248462,41.8717642552925],[-87.7075961927876,41.87176531233],[-87.707584498884,41.8714208450204],[-87.7076725540856,41.8714197879886]]]]}",3245,3245,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16144110130000,16-14-411-013-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7068455395891,41.8714297691726],[-87.7068573737024,41.8717745117415],[-87.7067654991938,41.8717756021952],[-87.7067536655741,41.8714308596202],[-87.7068455395891,41.8714297691726]]]]}",3223,3223,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16144110140000,16-14-411-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7067536655741,41.8714308596202],[-87.7067654991938,41.8717756021952],[-87.7066737710037,41.8717767482589],[-87.706661938413,41.8714319507958],[-87.7067536655741,41.8714308596202]]]]}",3221,3221,W,LEXINGTON,ST,EAST GARFIELD PARK,24,sold
16161010240000,16-16-101-024-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7615729873466,41.8793826597042],[-87.7616719972549,41.879381396279],[-87.7616845960732,41.8797229535838],[-87.7615847043785,41.8797242126291],[-87.7614929657963,41.8797253475302],[-87.7614812492528,41.8793837945991],[-87.7615729873466,41.8793826597042]]]]}",5448,5450,W,MONROE,ST,AUSTIN,29,sold
16161010250000,16-16-101-025-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7614812492528,41.8793837945991],[-87.7614929657963,41.8797253475302],[-87.7614010798457,41.8797265365092],[-87.7613893637915,41.8793849835718],[-87.7614812492528,41.8793837945991]]]]}",5446,,W,MONROE,ST,AUSTIN,29,sold
16161020160000,16-16-102-016-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7569226037126,41.8794418500911],[-87.7569342994344,41.8797830191542],[-87.7568131804852,41.8797845517006],[-87.756801484421,41.8794434923943],[-87.7569226037126,41.8794418500911]]]]}",5244,5244,W,MONROE,ST,AUSTIN,29,sold
16161040110000,16-16-104-011,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7605411285414,41.878874002585],[-87.7605560086167,41.8792143639437],[-87.7604641238794,41.8792154972949],[-87.7604491703642,41.8788751904437],[-87.7605411285414,41.878874002585]]]]}",5421,5421,W,MONROE,ST,AUSTIN,29,sold
16161180290000,16-16-118-029-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7583434861495,41.8743769914351],[-87.7584352905415,41.874375859369],[-87.7584476831073,41.8747138487406],[-87.7583558782316,41.8747149808135],[-87.7583434861495,41.8743769914351]]]]}",5321,5321,W,VAN BUREN,ST,AUSTIN,29,sold
16162210670000,16-16-221-067-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7459236967474,41.8732413542794],[-87.7459358225961,41.8735852163213],[-87.7458440926602,41.8735863387769],[-87.7458318938725,41.8732424763528],[-87.7459236967474,41.8732413542794]]]]}",4820,4820,W,HARRISON,ST,AUSTIN,29,sold
20073080530000,20-07-308-053,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6778604477637,41.7980760217864],[-87.6779594070395,41.7980747751706],[-87.6779690461378,41.7984029368402],[-87.6778700863571,41.7984041834606],[-87.6778604477637,41.7980760217864]]]]}",2124,,W,52ND,PL,NEW CITY,16,sold
20073160160000,20-07-316-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6761646944393,41.7961896814889],[-87.6761673037406,41.7962788856956],[-87.6757081791943,41.7962839422947],[-87.6757055705298,41.7961947380823],[-87.6761646944393,41.7961896814889]]]]}",5346,5346,S,SEELEY,AVE,NEW CITY,16,sold
