pin14,pin,geom,full_address,community,ward
16123080420000,16-12-308-042-0000,01060000200F91010001000000010300000001000000050000006066666676A13141608FC2F5B7033D41400AD72372A13141000000803F043D41400AD72386A13141608FC2F53F043D4110AE47618AA1314160666666B8033D416066666676A13141608FC2F5B7033D41,3118 W WALNUT ST,EAST GARFIELD PARK,27
16123080470000,16-12-308-047-0000,01060000200F9101000100000001030000000100000005000000C0F5285CDAA13141E07A142EBA033D41F051B81ED6A131412085EBD141043D41F051B81EEAA131418014AE4742043D4110AE4761EEA13141E051B89EBA033D41C0F5285CDAA13141E07A142EBA033D41,3108 W WALNUT ST,EAST GARFIELD PARK,27
16123080480000,16-12-308-048-0000,01060000200F910100010000000103000000010000000500000010AE4761EEA13141E051B89EBA033D41F051B81EEAA131418014AE4742043D41400AD723FEA13141E0A370BD42043D4110AE476102A2314140E17A14BB033D4110AE4761EEA13141E051B89EBA033D41,3106 W WALNUT ST,EAST GARFIELD PARK,27
16123100070000,16-12-310-007-0000,01060000200F9101000100000001030000000100000005000000305C8FC2A3A53141C0F5285C5C043D41400AD7A39FA531412085EBD1F1043D41400AD7A3B8A5314160666666F2043D41305C8FC2BCA5314100D7A3F05C043D41305C8FC2A3A53141C0F5285C5C043D41,2945 W FULTON ST,EAST GARFIELD PARK,27
16123100180000,16-12-310-018-0000,01060000200F910100010000000103000000010000000700000040E17A94C6A63141E051B81E63043D41A0999999AEA6314100295C8F62043D4100000080AAA6314160B81E05F8043D41B047E17AC2A6314140E17A94F8043D41608FC275DAA63141E051B81EF9043D4140E17A94DEA6314180C2F5A863043D4140E17A94C6A63141E051B81E63043D41,2917 W FULTON ST,EAST GARFIELD PARK,27
16123100370000,16-12-310-037-0000,01060000200F910100010000000103000000010000000500000080EB51B867A6314140E17A14D4033D41E07A14AE63A631412085EBD150043D41E07A14AE7BA6314120AE476151043D4180EB51B87FA63141E051B89ED4033D4180EB51B867A6314140E17A14D4033D41,2924 W WALNUT ST,EAST GARFIELD PARK,27
16123100420000,16-12-310-042-0000,01060000200F910100010000000103000000010000000500000080EB51B8DFA63141205C8FC2D6033D41E07A14AEDBA63141E051B89E53043D4190C2F5A8F3A6314180C2F52854043D41303333B3F7A631418014AE47D7033D4180EB51B8DFA63141205C8FC2D6033D41,2912 W WALNUT ST,EAST GARFIELD PARK,27
16123100440000,16-12-310-044-0000,01060000200F9101000100000001030000000100000005000000C0F5285C2BA7314100D7A370D8033D4110D7A3F027A7314120AE476155043D4110D7A3F040A73141608FC2F555043D4110AE476144A73141A047E1FAD8033D41C0F5285C2BA7314100D7A370D8033D41,2906 W WALNUT ST,EAST GARFIELD PARK,27
16123130140000,16-12-313-014-0000,01060000200F910100010000000103000000010000000500000090C2F528A2A33141205C8F42EC023D412085EBD19DA331414033333382033D412085EBD1B6A33141E0A370BD82033D4190C2F528BBA33141C0CCCCCCEC023D4190C2F528A2A33141205C8F42EC023D41,3031 W WALNUT ST,EAST GARFIELD PARK,27
16123130170000,16-12-313-017-0000,01060000200F9101000100000001030000000100000005000000400AD723EDA33141C01E85EBED023D412085EBD1E8A33141C0F528DC83033D41D0CCCCCC01A43141C01E856B84033D41400AD72306A43141A047E17AEE023D41400AD723EDA33141C01E85EBED023D41,3023 W WALNUT ST,EAST GARFIELD PARK,27
16123190050000,16-12-319-005-0000,01060000200F9101000100000001030000000100000005000000B047E17A78A03141A047E17A0D003D4110D7A3F075A0314100D7A3F066003D4110D7A3F08EA03141A047E17A67003D41B047E17A91A0314160B81E050E003D41B047E17A78A03141A047E17A0D003D41,3146 W WASHINGTON BLVD,EAST GARFIELD PARK,27
16123190090000,16-12-319-009-0000,01060000200F910100010000000103000000010000000700000050B81E05F5A0314180C2F52810003D41608FC2F5DBA03141E051B89E0F003D4140E17A14D9A03141606666E675003D41400AD723F2A03141803D0A5776003D412085EB51F2A03141803D0A5776003D4130333333F5A0314180C2F52810003D4150B81E05F5A0314180C2F52810003D41,3136 W WASHINGTON BLVD,EAST GARFIELD PARK,27
16123190110000,16-12-319-011-0000,01060000200F9101000100000001030000000100000005000000F0285C0F0EA13141E07A14AE10003D41E07A142E0BA131418014AEC776003D41305C8F4224A1314180EB513877003D41400AD72327A1314180EB513811003D41F0285C0F0EA13141E07A14AE10003D41,3130 W WASHINGTON BLVD,EAST GARFIELD PARK,27
16123220110000,16-12-322-011-0000,01060000200F9101000100000001030000000100000005000000608FC275CDA73141608FC2F5DE003D41D0A370BDCCA73141A0999999F8003D41E07A14AE4FA8314160666666FB003D4110AE476150A83141205C8FC2E1003D41608FC275CDA73141608FC2F5DE003D41,117 N FRANCISCO AVE,EAST GARFIELD PARK,27
16123220120000,16-12-322-012-0000,01060000200F9101000100000001030000000100000005000000E07A142ECEA731412085EB51C5003D41608FC275CDA73141608FC2F5DE003D4110AE476150A83141205C8FC2E1003D4140E17A1451A83141E051B81EC8003D41E07A142ECEA731412085EB51C5003D41,115 N FRANCISCO AVE,EAST GARFIELD PARK,27
16123230150000,16-12-323-015-0000,01060000200F9101000100000001030000000100000005000000303333B310A9314140E17A94B2003D41F0285C0F10A93141A047E1FAC9003D418014AEC792A931418014AEC7CC003D41C01E856B93A9314120AE4761B5003D41303333B310A9314140E17A94B2003D41,113 N MOZART ST,EAST GARFIELD PARK,27
16123240090000,16-12-324-009-0000,01060000200F9101000100000001030000000100000007000000305C8FC23CA1314180C2F52839FF3C41B047E17A35A131410000008031FF3C4110AE476124A13141400AD72331FF3C41D0CCCCCC20A1314140E17A14ADFF3C416066666639A13141A0999999ADFF3C4180EB51B83CA1314180C2F5A83AFF3C41305C8FC23CA1314180C2F52839FF3C41,3129 W WASHINGTON BLVD,EAST GARFIELD PARK,27
16123260140000,16-12-326-014-0000,01060000200F910100010000000103000000010000000700000050B81E05D3A63141205C8F424AFF3C41D0A370BDC8A63141A0703D0A4AFF3C41608FC2F5C4A63141A047E1FACBFF3C41D0A3703DCFA6314140333333CCFF3C41608FC2F5DDA6314100000080CCFF3C41D0A370BDE1A6314100295C8F4AFF3C4150B81E05D3A63141205C8F424AFF3C41,2919 W WASHINGTON BLVD,EAST GARFIELD PARK,27
16123290140000,16-12-329-014-0000,01060000200F9101000100000001030000000100000005000000303333B3C5A33141403333330BFE3C4180EB5138C2A33141606666E683FE3C4180EB5138DBA33141C01E856B84FE3C41303333B3DEA3314180EB51B80BFE3C41303333B3C5A33141403333330BFE3C41,3031 W WARREN BLVD,EAST GARFIELD PARK,27
16123300020000,16-12-330-002-0000,01060000200F910100010000000103000000010000000700000050B81E856CA53141606666E611FE3C4180EB51B86AA53141C0F528DC11FE3C41400AD72367A53141400AD7A38CFE3C4110D7A3F068A53141E07A14AE8CFE3C4110D7A3F081A53141403333338DFE3C410000008085A5314100D7A37012FE3C4150B81E856CA53141606666E611FE3C41,2955 W WARREN BLVD,EAST GARFIELD PARK,27
16123300250000,16-12-330-025-0000,01060000200F91010001000000010300000001000000050000008014AEC785A7314160B81E8537FE3C41B047E1FA82A73141803D0AD797FE3C4110AE47E19BA73141C0F5285C98FE3C41A09999999EA7314100295C0F38FE3C418014AEC785A7314160B81E8537FE3C41,2901 W WARREN BLVD,EAST GARFIELD PARK,27
16124150440000,16-12-415-044-0000,01060000200F9101000100000001030000000100000005000000606666667CAA31412085EB5142013D416066666668AA314100D7A3F041013D410000000067AA314100295C0F75013D41000000007BAA31414033333376013D41606666667CAA31412085EB5142013D41,2758 W MAYPOLE AVE,EAST GARFIELD PARK,27
16124150550000,16-12-415-055-0000,01060000200F910100010000000103000000010000000600000010D7A3F054AB3141A0703D8A46013D4110AE47613FAB3141E051B81E46013D41F0285C8F3DAB3141803D0A5789013D4180EB51B841AB3141400AD7A38B013D4150B81E0553AB31412085EB518C013D4110D7A3F054AB3141A0703D8A46013D41,2738 W MAYPOLE AVE,EAST GARFIELD PARK,27
16124150730000,16-12-415-073-0000,01060000200F9101000100000001030000000100000005000000E07A14AEE6AC3141403333334E013D41303333B3CDAC314180EB51B84D013D4140E17A94CBAC3141000000009B013D41A0703D8AE4AC3141608FC2F59B013D41E07A14AEE6AC3141403333334E013D41,2674 W MAYPOLE AVE,EAST GARFIELD PARK,27
16124150740000,16-12-415-074-0000,01060000200F910100010000000103000000010000000500000080EB51B8FDAC3141400AD7A34E013D41E07A14AEE6AC3141403333334E013D41A0703D8AE4AC3141608FC2F59B013D4140E17A94FBAC3141C0F528DC9C013D4180EB51B8FDAC3141400AD7A34E013D41,2672 W MAYPOLE AVE,EAST GARFIELD PARK,27
16124150760000,16-12-415-076-0000,01060000200F91010001000000010300000001000000050000002085EBD12DAD314160B81E854F013D418014AEC714AD314100295C0F4F013D41A099999912AD3141205C8FC29D013D41400AD7A32BAD3141E0A370BD9E013D412085EBD12DAD314160B81E854F013D41,2666 W MAYPOLE AVE,EAST GARFIELD PARK,27
16124150800000,16-12-415-080-0000,01060000200F9101000100000001030000000100000005000000608FC2F591AD31412085EB5151013D4110D7A3F078AD314120AE47E150013D4180EB51B876AD314180C2F5A8A1013D41D0A370BD8FAD3141400AD7A3A2013D41608FC2F591AD31412085EB5151013D41,2656 W MAYPOLE AVE,EAST GARFIELD PARK,27
16124180320000,16-12-418-032-0000,01060000200F9101000100000001030000000100000005000000305C8F4251AE314100295C8FB6003D41A09999994EAE314180EB51B818013D41F0285C0F62AE314140E17A1419013D4180EB51B864AE314100000000B7003D41305C8F4251AE314100295C8FB6003D41,2639 W MAYPOLE AVE,EAST GARFIELD PARK,27
16124210150000,16-12-421-015-0000,01060000200F9101000100000001030000000100000005000000C01E856BE5AB314100295C0F7EFF3C41A0703D8AE2AB3141E0A370BDE8FF3C41400AD7A3F8AB3141205C8F42E9FF3C4150B81E85FBAB314160B81E857EFF3C41C01E856BE5AB314100295C0F7EFF3C41,2721 W WASHINGTON BLVD,EAST GARFIELD PARK,27
16124210160000,16-12-421-016-0000,01060000200F910100010000000103000000010000000500000050B81E85FBAB314160B81E857EFF3C41400AD7A3F8AB3141205C8F42E9FF3C4180EB51B80EAC3141205C8FC2E9FF3C41A099999911AC3141608FC2F57EFF3C4150B81E85FBAB314160B81E857EFF3C41,2719 W WASHINGTON BLVD,EAST GARFIELD PARK,27
16124210340000,16-12-421-034-0000,01060000200F910100010000000103000000010000000500000010D7A3F051AB3141A0703D8AEDFE3C41F0285C8F4EAB314160B81E056BFF3C41D0CCCC4C60AB314120AE47616BFF3C41E07A14AE63AB3141606666E6EDFE3C4110D7A3F051AB3141A0703D8AEDFE3C41,2736 W WARREN BLVD,EAST GARFIELD PARK,27
16124260160000,16-12-426-016-0000,01060000200F9101000100000001030000000100000005000000305C8FC289AE3141A0703D8A3EFE3C412085EB5186AE314100295C0FBCFE3C4180EB51389FAE314100295C8FBCFE3C4190C2F5A8A2AE314140E17A143FFE3C41305C8FC289AE3141A0703D8A3EFE3C41,2633 W WARREN BLVD,EAST GARFIELD PARK,27
16131010100000,16-13-101-010-0000,01060000200F9101000100000001030000000100000005000000F051B81E67A3314180EB51B86FFC3C41B047E17A66A33141205C8FC287FC3C4150B81E05C0A33141400AD7A389FC3C4190C2F5A8C0A33141A099999971FC3C41F051B81E67A3314180EB51B86FFC3C41,17 S ALBANY AVE,EAST GARFIELD PARK,28
16131020040000,16-13-102-004-0000,01060000200F910100010000000103000000010000000500000080EB51B89EA43141C01E856BCEFC3C41A0703D0A9CA43141A0703D8A32FD3C41F0285C0FB1A43141A047E1FA32FD3C41D0A370BDB3A43141C0F528DCCEFC3C4180EB51B89EA43141C01E856BCEFC3C41,3009 W MADISON ST,EAST GARFIELD PARK,28
16131030280000,16-13-103-028-0000,01060000200F910100010000000103000000010000000B000000C0490C0242A6314160B81E05AFFC3C41305C8F4243A63141A0703D8A83FC3C412085EBD12DA63141A047E1FA82FC3C4140E17A142CA63141E07A14AEBEFC3C41506210F82BA63141E02406C1C2FC3C41C0F528DC2BA63141E0A370BDC6FC3C412085EB5141A63141C0CCCC4CC7FC3C4110D7A37041A631412085EB51C3FC3C41A0703D8A41A63141E0A3703DBFFC3C412085EBD141A6314100295C8FB5FC3C41C0490C0242A6314160B81E05AFFC3C41,2936 W MONROE ST,EAST GARFIELD PARK,27
16131030290000,16-13-103-029-0000,01060000200F9101000100000001030000000100000005000000F0285C8F6AA63141A0703D0A7BFC3C41D0A3703D53A63141608FC2F583FC3C413033333352A63141C0F5285CA8FC3C4110AE47E17EA6314180C2F528B0FC3C41F0285C8F6AA63141A0703D0A7BFC3C41,2934 W MONROE ST,EAST GARFIELD PARK,27
16131030300000,16-13-103-030-0000,01060000200F9101000100000001030000000100000005000000303333337DA63141606666E673FC3C41F0285C8F6AA63141A0703D0A7BFC3C4110AE47E17EA6314180C2F528B0FC3C41D0CCCCCC95A63141E07A142EB4FC3C41303333337DA63141606666E673FC3C41,2932 W MONROE ST,EAST GARFIELD PARK,27
16131040100000,16-13-104-010-0000,01060000200F9101000100000001030000000100000006000000F051B81EECA53141400AD72326FC3C41E07A14AEE2A53141205C8F4224FC3C4190C2F528E1A5314100D7A3F058FC3C41608FC2F5F8A5314100295C8F59FC3C41C0F5285CFAA531410000000029FC3C41F051B81EECA53141400AD72326FC3C41,2945 W MONROE ST,EAST GARFIELD PARK,27
16131040110000,16-13-104-011-0000,01060000200F9101000100000001030000000100000006000000A099991904A6314100D7A3F02AFC3C41C0F5285CFAA531410000000029FC3C41608FC2F5F8A5314100295C8F59FC3C41606666E610A63141403333335AFC3C41E07A142E12A63141205C8FC22DFC3C41A099991904A6314100D7A3F02AFC3C41,2943 W MONROE ST,EAST GARFIELD PARK,27
16131040130000,16-13-104-013-0000,01060000200F910100010000000103000000010000000500000010D7A37045A631410000000038FC3C41C01E856B29A631416066666632FC3C41305C8F4228A631412085EBD15AFC3C41C01E856B44A6314100295C8F5BFC3C4110D7A37045A631410000000038FC3C41,2939 W MONROE ST,EAST GARFIELD PARK,27
16131040190000,16-13-104-019-0000,01060000200F9101000100000001030000000100000006000000B047E17A16A6314180EB51B8FAFB3C41A099991904A6314100D7A3F02AFC3C41E07A142E12A63141205C8FC22DFC3C4140E17A141CA63141E0A370BD2FFC3C4150B81E052DA63141803D0A5703FC3C41B047E17A16A6314180EB51B8FAFB3C41,2942 W FIFTH AVE,EAST GARFIELD PARK,27
16131040200000,16-13-104-020-0000,01060000200F910100010000000103000000010000000600000050B81E052DA63141803D0A5703FC3C4140E17A141CA63141E0A370BD2FFC3C41C01E856B29A631416066666632FC3C4110D7A37045A631410000000038FC3C4190C2F5A846A63141E051B81E0DFC3C4150B81E052DA63141803D0A5703FC3C41,2940 W FIFTH AVE,EAST GARFIELD PARK,27
16131080370000,16-13-108-037-0000,01060000200F9101000100000001030000000100000006000000A0703D0A96A63141C0F5285CEDFA3C4180EB51B892A6314140E17A1464FB3C4180EB51B8A4A63141608FC2F56AFB3C41F0285C0FABA63141A09999196BFB3C4140E17A94AEA6314100D7A3F0EDFA3C41A0703D0A96A63141C0F5285CEDFA3C41,2926 W WILCOX ST,EAST GARFIELD PARK,27
16131090140000,16-13-109-014-0000,01060000200F910100010000000103000000010000000500000010D7A3F04AA9314100295C8F8BFB3C41D0A370BD47A9314140E17A9407FC3C4110D7A3705AA93141A047E1FA07FC3C41400AD7A35DA93141000000008CFB3C4110D7A3F04AA9314100295C8F8BFB3C41,2825 W MONROE ST,EAST GARFIELD PARK,27
16131090330000,16-13-109-033-0000,01060000200F9101000100000001030000000100000005000000305C8FC26DA93141A047E17AFEFA3C41F0285C8F6AA93141000000807AFB3C41F0285C8F83A9314140E17A147BFB3C41305C8FC286A9314100295C0FFFFA3C41305C8FC26DA93141A047E17AFEFA3C41,2820 W WILCOX ST,EAST GARFIELD PARK,27
16131100080000,16-13-110-008-0000,01060000200F910100010000000103000000010000000500000090C2F5A8F4A53141E07A142E2BFA3C41E07A142EF1A53141608FC275A7FA3C4190C2F52809A63141A0703D0AA8FA3C41400AD7A30CA6314180EB51B82BFA3C4190C2F5A8F4A53141E07A142E2BFA3C41,2945 W WILCOX ST,EAST GARFIELD PARK,27
16131100200000,16-13-110-020-0000,01060000200F9101000100000001030000000100000005000000400AD723E9A63141400AD7A330FA3C41400AD7A3E5A6314180EB5138ADFA3C41D0A3703DF9A63141E07A14AEADFA3C41D0A370BDFCA6314140E17A1431FA3C41400AD723E9A63141400AD7A330FA3C41,2921 W WILCOX ST,EAST GARFIELD PARK,27
16131150060000,16-13-115-006-0000,01060000200F9101000100000001030000000100000005000000E07A142E76A4314180EB51388FFA3C418014AE474AA43141400AD72305FB3C4110AE476161A4314120AE47E10DFB3C41305C8F428DA43141608FC2F597FA3C41E07A142E76A4314180EB51388FFA3C41,3021 W FIFTH AVE,EAST GARFIELD PARK,28
16131150250000,16-13-115-025-0000,01060000200F9101000100000001030000000100000005000000A099991998A43141608FC27587FA3C410000000098A43141C01E85EB8AFA3C4150B81E8518A53141E051B89EBBFA3C41606666E619A53141E07A142E8AFA3C41A099991998A43141608FC27587FA3C41,120 S SACRAMENTO BLVD,EAST GARFIELD PARK,28
16131160100000,16-13-116-010-0000,01060000200F9101000100000001030000000100000006000000D0A3703D45A63141E07A14AEE4F83C41A099991942A63141C01E856B5EF93C41A09999195AA63141C01E85EB5EF93C418014AEC75BA63141608FC2751DF93C41D0A3703D5DA6314140333333E5F83C41D0A3703D45A63141E07A14AEE4F83C41,2937 W ADAMS ST Chicago IL,EAST GARFIELD PARK,27
16131160240000,16-13-116-024-0000,01060000200F9101000100000001030000000100000005000000F051B89E84A53141E07A14AE56F83C418014AEC76BA53141400AD72356F83C4110AE476168A5314100D7A3F0CFF83C4150B81E8581A53141A047E17AD0F83C41F051B89E84A53141E07A14AE56F83C41,2958 W JACKSON BLVD,EAST GARFIELD PARK,27
16131160270000,16-13-116-027-0000,01060000200F9101000100000001030000000100000005000000D0CCCCCC00A6314120AE476159F83C412085EBD1E7A53141803D0AD758F83C41E07A14AEE4A53141E051B89ED2F83C4190C2F5A8FDA5314180C2F528D3F83C41D0CCCCCC00A6314120AE476159F83C41,2946 W JACKSON BLVD,EAST GARFIELD PARK,27
16131210180000,16-13-121-018-0000,01060000200F9101000100000001030000000100000005000000305C8F42F4A531412085EB51CCF63C4150B81E0576A53141A0999999C9F63C41C0F5285C75A53141803D0A57E3F63C41A0999999F3A5314100295C0FE6F63C41305C8F42F4A531412085EB51CCF63C41,331 S SACRAMENTO BLVD,EAST GARFIELD PARK,27
16131210200000,16-13-121-020-0000,01060000200F910100010000000103000000010000000500000080EB51B880A6314180C2F5284DF73C41F0285C0F01A6314120AE47614AF73C41C01E856B00A63141C0F5285C63F73C41608FC2F57FA63141400AD72366F73C4180EB51B880A6314180C2F5284DF73C41,318 S RICHMOND ST,EAST GARFIELD PARK,27
16132000190000,16-13-200-019-0000,01060000200F9101000100000001030000000100000005000000B047E1FABCAA314100295C8F51FC3C4190C2F5A8B9AA314180EB5138C9FC3C4180EB51B8D2AA3141E07A14AEC9FC3C41A0703D0AD6AA314160B81E0552FC3C41B047E1FABCAA314100295C8F51FC3C41,2750 W MONROE ST,EAST GARFIELD PARK,27
16132020060000,16-13-202-006-0000,01060000200F9101000100000001030000000100000007000000608FC2F588B031412085EB5171FD3C4110D7A3F0A1B03141C0F528DC71FD3C41608FC2F5BAB0314120AE476172FD3C41703D0A57BEB0314160666666F8FC3C41703D0A57A5B03141C01E85EBF7FC3C41C0F5285C8CB03141C01E856BF7FC3C41608FC2F588B031412085EB5171FD3C41,2549 W MADISON ST,NEAR WEST SIDE,27
16132020290000,16-13-202-029-0000,01060000200F91010001000000010300000001000000050000008014AE47F0B0314120AE4761E9FC3C4180EB513809B1314120AE47E1E9FC3C41F051B89E0CB1314180EB513870FC3C41E07A14AEF3B0314180EB51B86FFC3C418014AE47F0B0314120AE4761E9FC3C41,2530 W MONROE ST,NEAR WEST SIDE,27
16132120390000,16-13-212-039-0000,01060000200F9101000100000001030000000100000005000000A099999955AC314140E17A1476F83C41E07A14AE3CAC314160B81E8575F83C41D0A3703D39AC314140333333F2F83C4190C2F52852AC3141E0A370BDF2F83C41A099999955AC314140E17A1476F83C41,2718 W JACKSON BLVD,EAST GARFIELD PARK,27
16132130070000,16-13-213-007-0000,01060000200F910100010000000103000000010000000900000080EB51B8E5AD314180EB51B80BF93C41400AD7A3CCAD3141400AD7230BF93C41B047E17AC9AD314140E17A9487F93C41F0285C8FE2AD3141400AD72388F93C4190C2F5A8FEAD3141205C8FC288F93C41305C8FC21BAE3141C01E856B89F93C41C01E85EB1EAE3141000000000DF93C412085EBD101AE3141803D0A570CF93C4180EB51B8E5AD314180EB51B80BF93C41,2639 W ADAMS ST,EAST GARFIELD PARK,28
16132130130000,16-13-213-013-0000,01060000200F910100010000000103000000010000000500000040E17A14B7AD3141400AD7237EF83C41A0703D0A9EAD314100295C8F7DF83C4110AE47E19AAD3141A0703D0AFAF83C41C01E85EBB3AD3141A0999999FAF83C4140E17A14B7AD3141400AD7237EF83C41,2648 W JACKSON BLVD,EAST GARFIELD PARK,28
16132160370000,16-13-216-037-0000,01060000200F9101000100000001030000000100000005000000C0F528DC10AC314180C2F5A85EF73C41703D0AD7F7AB314100295C0F5EF73C4140E17A14F5AB3141A0703D0AC2F73C41A09999190EAC3141E051B89EC2F73C41C0F528DC10AC314180C2F5A85EF73C41,2724 W GLADYS AVE,EAST GARFIELD PARK,27
16132160430000,16-13-216-043-0000,01060000200F9101000100000001030000000100000009000000C01E856BA6AC3141C0F5285C6CF73C41303333B3A6AC3141400AD72362F73C4110D7A3F08CAC3141A0703D8A61F73C41E07A142E8AAC314160B81E85C5F73C4110D7A3F0A3AC3141E051B81EC6F73C41400AD7A3A4AC314140E17A94ACF73C4180EB51B8A4AC314140E17A94A9F73C41F0285C8FA5AC3141A047E1FA8AF73C41C01E856BA6AC3141C0F5285C6CF73C41,2710 W GLADYS AVE,EAST GARFIELD PARK,27
16132160450000,16-13-216-045-0000,01060000200F9101000100000001030000000100000005000000606666E6FEAC3141403333B3ABF73C4180EB51B8A4AC314140E17A94A9F73C41400AD7A3A4AC314140E17A94ACF73C412085EBD1FEAC3141403333B3AEF73C41606666E6FEAC3141403333B3ABF73C41,314-318 S WASHTENAW AVE,EAST GARFIELD PARK,27
16132160490000,16-13-216-049-0000,01060000200F910100010000000103000000010000000900000080EB51B800AD3141E0A3703D64F73C41303333B3A6AC3141400AD72362F73C41C01E856BA6AC3141C0F5285C6CF73C41F0285C8FA5AC3141A047E1FA8AF73C4180EB51B8A4AC314140E17A94A9F73C41606666E6FEAC3141403333B3ABF73C41E07A14AEFFAC314140E17A148DF73C41608FC27500AD3141608FC2756EF73C4180EB51B800AD3141E0A3703D64F73C41,314 S WASHTENAW AVE/2702-08 WEST GLADYS AVE,EAST GARFIELD PARK,27
16132170060000,16-13-217-006-0000,01060000200F910100010000000103000000010000000500000040E17A94E8AD3141C0F5285CD9F73C41E07A142ED5AD3141606666E6D8F73C41F051B89ED2AD3141E0A370BD3CF83C4150B81E05E6AD3141E07A142E3DF83C4140E17A94E8AD3141C0F5285CD9F73C41,2645 W JACKSON BLVD,EAST GARFIELD PARK,28
16132230080000,16-13-223-008-0000,01060000200F9101000100000001030000000100000005000000703D0A57A3AB3141E0A370BDCFF63C4140E17A94A0AB314160B81E0534F73C41400AD7A3BCAB3141E07A14AE34F73C4160666666BFAB314160666666D0F63C41703D0A57A3AB3141E0A370BDCFF63C41,2733 W GLADYS AVE,EAST GARFIELD PARK,27
16132230100000,16-13-223-010-0000,01060000200F9101000100000001030000000100000005000000608FC275DBAB314100295C0FD1F63C41303333B3D8AB3141803D0A5735F73C41C0F5285C2BAC3141205C8F4237F73C41F051B81E2EAC314100000000D3F63C41608FC275DBAB314100295C0FD1F63C41,2723 W GLADYS AVE,EAST GARFIELD PARK,27
16133000250000,16-13-300-025-0000,01060000200F9101000100000001030000000100000005000000400AD7A307A2314140E17A94C1F13C41608FC27504A23141C01E856B22F23C41B047E17A1DA23141608FC2F522F23C4190C2F5A820A23141A0999919C2F13C41400AD7A307A2314140E17A94C1F13C41,3116 W FLOURNOY ST,EAST GARFIELD PARK,24
16133020220000,16-13-302-022-0000,01060000200F910100010000000103000000010000000500000090C2F52832A63141A0999919D8F13C41000000802EA63141A09999194CF23C4190C2F52847A63141E051B89E4CF23C41703D0AD74AA63141E051B89ED8F13C4190C2F52832A63141A0999919D8F13C41,2942 W FLOURNOY ST,EAST GARFIELD PARK,28
16133020260000,16-13-302-026-0000,01060000200F9101000100000001030000000100000006000000305C8F42C5A6314180EB5138DBF13C41400AD7A3C1A6314180EB51384FF23C41B047E1FACAA631410000000058F23C418014AEC7DBA63141C0F5285C58F23C41303333B3DFA631418014AEC7DBF13C41305C8F42C5A6314180EB5138DBF13C41,2928 W FLOURNOY ST,EAST GARFIELD PARK,28
16133020340000,16-13-302-034-0000,01060000200F9101000100000001030000000100000005000000C0F5285C90A7314100000080DFF13C4110D7A3708CA73141A09999195CF23C4190C2F5A8A5A73141400AD7A35CF23C4140E17A94A9A73141A0703D0AE0F13C41C0F5285C90A7314100000080DFF13C41,2908 FLOURNOY ST,EAST GARFIELD PARK,28
16133040100000,16-13-304-010-0000,01060000200F9101000100000001030000000100000005000000A099999960A131412085EBD1FFF03C41F051B89E47A13141C0F5285CFFF03C4150B81E8543A1314120AE47617BF13C4150B81E855CA13141C01E85EB7BF13C41A099999960A131412085EBD1FFF03C41,3137 W FLOURNOY ST,EAST GARFIELD PARK,24
16133050250000,16-13-305-025-0000,01060000200F9101000100000001030000000100000009000000303333333CA33141E051B89E7BF03C4180EB513823A3314140E17A147BF03C412085EB5108A33141000000807AF03C418014AEC705A33141A047E17ACEF03C41D078E9A620A33141A0F1D20DCFF03C41904160A539A33141C0A14596CFF03C41F051B89E52A33141E051B81ED0F03C41E07A142E55A33141400AD7237CF03C41303333333CA33141E051B89E7BF03C41,3054 W LEXINGTON ST,EAST GARFIELD PARK,28
16133050330000,16-13-305-033-0000,01060000200F910100010000000103000000010000000500000040E17A141DA43141C01E856B80F03C41A099991904A43141606666E67FF03C41D0CCCC4C00A431412085EBD1FCF03C418014AE4719A43141803D0A57FDF03C4140E17A141DA43141C01E856B80F03C41,3034 W LEXINGTON ST,EAST GARFIELD PARK,28
16133060160000,16-13-306-016-0000,01060000200F9101000100000001030000000100000005000000703D0AD735A6314140E17A1422F13C41A099999932A63141A099991996F13C41A09999994BA63141400AD7A396F13C41703D0AD74EA63141A099999922F13C41703D0AD735A6314140E17A1422F13C41,2943 W FLOURNOY ST,EAST GARFIELD PARK,28
16133060200000,16-13-306-020-0000,01060000200F910100010000000103000000010000000500000000000080CAA6314180EB513835F13C41703D0A57C7A63141E0A3703D99F13C41D0A3703DE4A63141C0F528DC99F13C41A0703D0AE7A631412085EBD135F13C4100000080CAA6314180EB513835F13C41,2929 W FLOURNOY ST,EAST GARFIELD PARK,28
16133060210000,16-13-306-021-0000,01060000200F9101000100000001030000000100000005000000A0703D0AE7A631412085EBD135F13C41D0A3703DE4A63141C0F528DC99F13C41F0285C0FFEA63141606666669AF13C41C0F528DC00A73141C0F5285C36F13C41A0703D0AE7A631412085EBD135F13C41,2925 W FLOURNOY ST,EAST GARFIELD PARK,28
16133070040000,16-13-307-004-0000,01060000200F910100010000000103000000010000000500000090C2F5A886A83141C0F528DC25F13C413033333383A831412085EBD1A2F13C41303333339CA8314120AE4761A3F13C41E07A14AE9FA83141C01E856B26F13C4190C2F5A886A83141C0F528DC25F13C41,2851 W FLOURNOY ST,EAST GARFIELD PARK,28
